Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2007-04-12 5:07,1176325671,a,23.487183,-13.59,115.697647,-6,13970000000,12500000000,4.62,16.1,1.13,2.77,3.87,2.51,7.275,66.5,11.12,13.7,37.19,4970000000,11.538,-21,2660000000,1720000000,1440000000,7.5,496,2260000000,5.556,1500000000,0.411,2.573,9.03,634000000,1010000000,2.75,32.73,33.26,2840540,403650000,401570000,6.26,72,5910000,2.8,1.5,5150000
2008-02-14 4:44,1202935474,a,21.244215,-41.44,109.667633,-37.3,12140000000,12090000000,20.8,13.34,1.02,2.18,3.64,2.23,14.966,11.77,11.38,5.17,18.54,5420000000,13.756,8.9,2970000000,808000000,638000000,1.57,20.8,1830000000,4.916,2090000000,0.645,2.207,8.741,969000000,341750000,1.45,34.62,36.02,2983550,371470000,365900000,1.49,72.5,4890000,1.7,1.3,3640000
2008-12-06 19:21,1228562493,a,11.625716,73,72.4692,29.52,6040000000,6740000000,9.24,7.64,0.64,1.06,2.4,1.17,6.764,12,13.77,6.63,23.93,5770000000,15.906,2.4,2970000000,996000000,693000000,1.87,28.3,1430000000,4.083,2130000000,0.83,2.421,7.311,756000000,195000000,1.33,20.28,30.55,3241510,350000000,340890000,1.59,75.9,4340000,1.6,1.2,4420000
2013-09-06 6:09,1378418992,a,32.449276,23.26,151.664505,23.5,15780000000,15860000000,17.74,15.09,2.16,2.32,3.31,2.32,11.93,13.73,14.04,5.98,19.41,6830000000,19.8,-4.1,3600000000,1330000000,938000000,2.69,-30.9,2330000000,7.04,2700000000,56.39,2.96,14.46,1260000000,817000000,1.81,46.54,44.09,2615100,331000000,330030000,0.23,83.5,2780000,1.2,0.8,3300000
2006-08-19 10:42,1155955321,a,20.181709,12.91,103.081429,12.76,13540000000,12260000000,4.63,17.01,1.21,2.54,3.38,2.18,17.215,56.57,8.99,4.54,34.26,5630000000,12.408,-13.9,2520000000,712000000,1330000000,6.87,118.3,2250000000,5.499,1500000000,0.396,2.513,9.563,652000000,1200000000,2.76,29.27,34.2,3040930,425820000,403440000,6.24,72.7,7350000,2.5,1.8,9340000
2013-05-14 0:28,1368462538,a,29.998304,28.27,150.130219,16.73,14940000000,15060000000,13.75,13.08,2.07,2.19,2.83,2.18,10.75,15.96,15.69,6.85,22.38,6900000000,19.85,2.8,3600000000,1400000000,1100000000,3.13,-22.2,2450000000,7.06,2360000000,44.12,2.55,15.41,1320000000,737380000,1.66,42.08,41.25,3715590,347160000,346140000,0.23,83.2,4370000,1.2,1.3,3080000
2005-01-22 5:17,1106342239,a,13.835259,57.11,89.758362,9.77,10710000000,9760000000,30.7,14.34,1.51,1.52,3.04,1.36,14.4,4.86,5.38,5.26,10.92,7180000000,14.61,N/A,3120000000,678000000,349000000,0.71,N/A,2320000000,4.71,1150000000,0.322,2.446,7.329,N/A,N/A,2.166,23.71,24.72,2459863,491070000,441400000,10.12,67.08,7040000,2.385,1.6,6930000
2011-11-08 5:04,1320699856,a,26.100613,-2.29,112.456322,11.6,13100000000,12170000000,13.17,12.06,0.66,1.98,3.06,1.88,9.42,15.71,16.01,7.25,28.96,6460000000,18.67,22.2,2930000000,1290000000,1020000000,2.87,61,3100000000,8.93,2170000000,51.62,3.47,12.07,1120000000,2060000000,1.61,34.16,41.68,6018540,347210000,344790000,0.25,82.1,4500000,0.8,N/A,4140000
2009-08-02 5:46,1249163184,a,15.64016,24.12,83.151909,16.3,7970000000,8710000000,22.83,18.73,3.04,1.53,3.29,1.68,11.422,7.01,11.21,5.1,13.02,5180000000,14.659,-25.1,3200000000,763000000,363000000,1.02,N/A,1410000000,4.112,2150000000,N/A,2.623,7.045,581000000,2110000000,1.25,20.28,17.9,3161780,343350000,342220000,0.26,78.6,9890000,3.2,2.9,8440000
2004-12-13 21:37,1102945054,a,15.129939,50.92,92.082664,7.57,11610000000,10370000000,33.58,15.79,1.62,1.61,3.24,1.44,15.3,4.86,5.38,5.26,10.92,7180000000,14.61,N/A,2290000000,678000000,349000000,0.71,N/A,2320000000,4.75,1150000000,0.323,2.441,7.32,N/A,N/A,2.547,23.64,25.64,2780227,487000000,389600000,20,66.68,6930000,2.638,1.78,6540000
2008-04-26 4:49,1209156563,a,21.237478,-46.4,113.822563,-36.29,11510000000,12080000000,20.59,13.03,1,2.07,3.65,2.18,14.748,10.99,11.3,5.33,17.8,5530000000,14.362,8.8,2970000000,819000000,608000000,1.53,-20,1560000000,4.265,2130000000,0.67,1.896,8.622,880000000,-1680000000,1.46,30.42,33.98,2972050,365040000,358100000,4.68,68.3,5420000,2.1,1.5,0
2011-08-02 6:45,1312238737,a,26.22859,-1.47,109.78656,11.97,14200000000,13850000000,16.18,12.44,0.63,2.38,3.71,2.25,11.89,14.46,14.8,6.94,27,6160000000,17.77,31.9,2930000000,1160000000,890000000,2.52,85.2,2980000000,8.55,2150000000,54.36,3.2,11.36,961000000,1930000000,1.55,47.83,46.32,3825080,348040000,345630000,0.25,82.1,4360000,1.2,1.4,5420000
2008-01-23 19:28,1201087730,a,22.517252,-43.46,108.604774,-36.69,11950000000,12460000000,20.47,13.07,1.04,2.25,3.76,2.3,15.421,11.77,11.38,5.17,18.54,5420000000,13.756,8.9,2970000000,808000000,638000000,1.57,20.8,1830000000,4.916,2090000000,0.645,2.207,8.741,969000000,341750000,1.55,36.33,36.75,2459290,371470000,371230000,1.49,73.8,3640000,1.9,1,3510000
2006-01-09 2:35,1136745316,a,21.926983,4.47,100.719551,11.58,17120000000,14870000000,52.82,19.69,1.81,3.31,4.26,2.89,35.665,6.38,3.58,1.68,3.69,5140000000,10.403,-22.8,3120000000,417000000,141000000,0.66,-64.9,2250000000,4.555,0,0,2.169,8.095,890000000,-250000000,N/A,34.92,30.86,3843670,494180000,N/A,0.57,70.4,10980000,2.3,2.2,5840000
2004-01-30 19:01,1075460462,a,23.393015,-41.37,85.583038,5.46,17450000000,16520000000,N/A,25.83,3.84,2.8,6.01,2.73,N/A,-29.56,-11.97,-24.95,-47.81,6060000000,12.803,N/A,2290000000,-363000000,-1790000000,-3.774,N/A,1610000000,3.37,1150000000,0.407,2.04,5.93,N/A,N/A,2.474,29.47,23.24,2989323,476150000,428500000,10.01,63.03,9300000,3.923,2.17,6930000
2004-04-13 4:07,1081800431,a,19.680344,-32.89,85.678711,5.64,15320000000,14770000000,N/A,20.83,2.89,2.43,4.98,2.35,N/A,-25.56,-6.2,-23.59,-46.82,6290000000,13.16,N/A,2290000000,-29000000,-1610000000,-3.391,N/A,1680000000,3.49,1150000000,0.375,2.284,6.394,N/A,N/A,2.496,33.53,27.32,3536636,480750000,432700000,10,66.79,7520000,2.328,1.74,9170000
2006-06-21 11:01,1150858876,a,20.727505,27.19,98.601349,23.81,13700000000,12620000000,5.08,17.3,1.26,2.53,3.37,2.33,7.549,56.5,9.38,12.15,28.88,5420000000,11.414,12,2520000000,1670000000,1150000000,6.33,21.1,2660000000,6.24,1500000000,0.368,2.565,9.563,725000000,1960000000,2.75,35.35,35.72,2766800,425820000,420030000,5.99,74.8,6920000,3.4,1.6,4620000
2007-02-20 17:46,1171964816,a,21.8841,-2.95,116.339935,-5.21,13220000000,12580000000,4.33,15.11,1.13,2.68,3.67,2.53,7.322,66.5,11.12,13.7,37.19,4970000000,11.538,-21,2660000000,1720000000,1440000000,7.499,496,2260000000,5.556,1500000000,0.411,2.573,8.941,634000000,1010000000,2.75,33.0118,32.5942,2657080,407110000,401570000,8.76,67.6,5910000,2.8,1.5,5150000
2012-05-19 11:51,1337399512,aa,19.201982,3.55,115.318741,31.53,8990000000,17030000000,23.1,8.6,1.16,0.36,0.64,0.68,5.8,1.59,5.79,2.23,3,25000000000,23.48,0.8,4470000000,2940000000,398000000,0.37,-69.5,1760000000,1.65,9740000000,55.28,1.25,13.21,2190000000,1200000000,1.96,9.54,9.82,24771400,1070000000,1070000000,0.06,63.4,72310000,2.7,6.8,71660000
2007-05-16 21:12,1179321167,aa,81.170609,11.57,121.248184,-4.15,33950000000,36860000000,15.21,12.84,1.12,1.1,2.22,1.21,6.637,7.4,13.6,7.54,15.43,30380000000,34.959,20,7060000000,5550000000,2160000000,2.57,60.3,506000000,0.582,7240000000,0.494,1.258,17.684,2570000000,-533750000,1.36,35.46,32.38,11557200,869520000,867880000,0.06,80.3,13620000,1.2,1.6,12620000
2008-01-23 16:05,1201075553,aa,61.22649,-70.9,108.604774,-36.69,23200000000,31390000000,9.51,8.87,0.95,0.77,1.49,1.02,6.567,8.34,11.42,5.78,16.78,30750000000,35.721,-5.8,7060000000,4780000000,2570000000,2.95,76,483000000,0.584,8000000000,0.499,1.128,19.291,3110000000,207750000,1.69,34.35,36.93,11775800,827400000,824990000,0.22,78.4,13610000,1.6,1.6,21040000
2013-01-22 17:52,1358848357,aa,21.103575,34.65,134.901596,26.08,9790000000,16630000000,51.23,10.66,1.43,0.41,0.73,0.7,8.22,0.81,2.36,0.87,0.96,23700000000,22.22,-1.5,4470000000,2020000000,191000000,0.18,N/A,1860000000,1.74,8830000000,53.49,1.3,12.3,1500000000,345750000,1.98,8.78,8.7,16787600,1070000000,1060000000,0.07,59.7,68970000,4.6,6.5,72010000
2006-06-20 4:32,1150749141,aa,59.161579,41.45,97.875694,24.04,25320000000,32240000000,16.15,8.9,0.8,0.96,1.89,1.19,8.36,5.82,9.51,4.73,11.56,27180000000,31.183,16.4,4940000000,3860000000,1580000000,1.8,133.8,459000000,0.528,7330000000,0.526,1.183,15.945,1700000000,-238130000,2.3,32.27,30.9,7476350,870100000,868450000,0.26,78.7,15800000,2,1.8,12880000
2012-03-09 7:34,1331249646,aa,22.272099,-11.02,121.744827,15.5,10420000000,17900000000,17.76,10.18,0.91,0.41,0.74,0.72,5.48,2.45,7.16,2.81,4.71,24950000000,23.52,6,4470000000,3270000000,612000000,0.55,N/A,1940000000,1.82,9370000000,54.5,1.28,12.96,2190000000,1020000000,2.06,10.28,10.23,27359500,1070000000,1070000000,0.06,63.4,76870000,3.1,N/A,75540000
2008-12-05 1:03,1228410195,aa,17.601583,64.08,72.4692,29.52,6450000000,16790000000,3.81,9.06,0.35,0.25,0.5,0.57,4.231,5.91,9.12,4.32,11.25,29620000000,36.138,-2.1,6500000000,3970000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2210000000,2.1,10.43,26.29,25937600,800320000,793430000,0.25,80.2,47220000,2,5.9,38210000
2013-04-23 20:02,1366718577,aa,18.688917,70.03,143.361069,21.2,8670000000,16070000000,36.21,10.4,2.6,0.37,0.65,0.68,7.39,1.05,3.06,1.11,1.36,23530000000,22.03,-2.9,3210000000,2170000000,244000000,0.22,58.5,1560000000,1.45,8920000000,53.21,1.2,12.5,1660000000,521120000,1.86,8.38,8.65,18448700,1070000000,1070000000,0.08,58.1,72710000,4.9,6.8,69110000
2009-03-09 18:17,1236593870,aa,11.892257,156.13,56.589832,71.94,4400000000,14270000000,N/A,8.45,N/A,0.16,0.36,0.53,4.308,-0.28,7.73,3.39,1.65,26900000000,33.211,-21.1,4730000000,3310000000,227000000,-0.093,N/A,762000000,0.95,10580000000,N/A,1.12,14.594,1230000000,-1660000000,2.18,7.3746,13.9796,27281900,801770000,794740000,0.17,74.8,75380000,3,9.4,72960000
2004-11-24 10:37,1101263840,aa,66.334,-18.59,90.606239,9.08,29230000000,35370000000,21.15,13.49,1.47,1.26,2.34,1.52,9.53,7.01,9.57,5.13,11.58,23250000000,26.536,N/A,4020000000,3710000000,1390000000,1.588,N/A,561000000,0.64,6650000000,0.53,1.293,14.36,N/A,N/A,1.736,32.58,32.74,4472222,870480000,861400000,1.04,77.19,9910000,2.209,1.15,10140000
2008-10-28 0:52,1225126342,aa,22.964214,15.23,77.274086,14.25,7230000000,16880000000,4.28,6.9,0.42,0.25,0.5,0.57,4.207,5.91,9.27,4.39,11.25,29620000000,36.161,-2.1,6500000000,4010000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2180000000,1.71,19.4,31.49,19277300,800320000,792950000,0.25,82.8,17010000,1,2.1,18720000
2004-09-09 16:15,1094717745,aa,65.123962,-17.74,85.436974,12.99,28610000000,35240000000,20.88,12.75,1.43,1.26,2.34,1.56,9.7,7.04,9.46,5.08,11.87,22660000000,25.984,N/A,4020000000,3630000000,1370000000,1.575,N/A,466000000,0.54,6880000000,0.561,1.372,14.049,N/A,N/A,1.676,31.81,33.49,3842909,869840000,861100000,1,76.64,7780000,1.935,0.9,7930000
2012-07-29 16:51,1343551917,aa,19.247538,-3.53,123.903679,24.29,9020000000,16900000000,126.12,11.42,2.51,0.36,0.64,0.69,7,0.3,3.85,1.45,0.77,24380000000,22.89,-9.4,4470000000,2420000000,69000000,0.07,N/A,1710000000,1.61,9540000000,56.42,1.26,12.75,1930000000,934250000,1.99,8.5,9.45,22274900,1070000000,1070000000,0.07,59,91690000,3.9,8.6,82160000
2013-09-01 4:25,1377980711,aa,17.850088,117.83,149.4814,25.06,8240000000,15820000000,64.71,15.4,2.6,0.36,0.65,0.68,7.1,0.55,3.31,1.24,0.64,23410000000,21.91,-1.9,3210000000,2230000000,127000000,0.12,N/A,1210000000,1.13,8360000000,52.71,1.18,11.93,1640000000,850620000,1.89,8.05,8.3,17181800,1070000000,1070000000,0.07,56.7,109640000,7.4,10.3,105150000
2004-04-13 4:20,1081801210,aa,64.772087,-7.28,85.678711,5.64,29780000000,36340000000,24.92,12.98,1.26,1.33,2.41,1.65,10.8,6.4,8.44,4.52,10.66,22060000000,25.638,N/A,4020000000,3360000000,1190000000,1.375,N/A,459000000,0.53,7310000000,0.595,1.374,14.078,N/A,N/A,1.808,35.53,31.74,5733954,869360000,860700000,1,79.36,12540000,2.497,1.46,12700000
2007-02-23 9:03,1172192622,aa,72.580414,6.18,115.750412,-4.94,30150000000,37000000000,13.54,11.14,1.05,0.99,2.07,1.22,6.662,7.4,13.6,7.54,15.43,30380000000,34.959,20,4940000000,5550000000,2160000000,2.57,60.3,506000000,0.582,7240000000,0.494,1.258,16.798,2570000000,-533750000,1.62,31.93,29.58,8228710,867740000,867880000,0.06,80.3,14360000,2.4,1.7,17750000
2008-12-18 10:54,1229568847,aa,21.100304,53.63,73.590073,27.31,8280000000,17640000000,4.9,16.69,0.33,0.28,0.55,0.6,4.445,5.91,9.12,4.32,11.25,29620000000,36.138,-2.1,6500000000,3970000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2210000000,2.1,10.13,24.25,27417700,800320000,793430000,0.25,80.5,61000000,1.9,7.6,47220000
2012-01-02 19:42,1325504526,aa,19.580511,1.69,111.063309,15.99,9210000000,17240000000,9.08,9.83,0.47,0.37,0.62,0.7,4.78,4.31,8.64,3.41,7.22,24610000000,23.44,21.4,3840000000,3610000000,1060000000,0.95,182,1340000000,1.25,9310000000,50.93,1.36,13.97,2420000000,1340000000,2.1,9.36,11.76,34388000,1060000000,1060000000,0.09,59.6,56860000,2,5.4,66180000
2011-11-05 21:29,1320499764,aa,24.741621,-19.8,110.345772,15.23,11630000000,19660000000,11.47,10.61,0.34,0.47,0.78,0.8,5.45,4.31,8.64,3.41,7.22,24610000000,23.44,21.4,3840000000,3610000000,1060000000,0.95,182,1340000000,1.25,9310000000,50.93,1.36,13.97,2420000000,1260000000,2.01,10.36,13.71,35126400,1060000000,1060000000,0.09,59.6,61460000,1.5,5.8,63780000
2005-02-07 3:48,1107719317,aa,58.513599,6.46,92.287086,6.35,25580000000,31260000000,18.39,11.89,1.39,1.08,1.92,1.33,8.5,7.02,9.39,5.12,11.17,23480000000,26.757,N/A,4020000000,3680000000,1400000000,1.6,N/A,457000000,0.52,6080000000,0.457,1.322,15.207,N/A,N/A,1.611,31.69,31.78,4991772,870980000,861900000,1.04,75.67,11840000,1.892,1.37,12810000
2012-11-27 11:38,1353987494,aa,18.993221,18.02,126.047188,31.89,8860000000,17020000000,N/A,12.21,2.79,0.37,0.66,0.72,8.68,-1.02,2.08,0.77,-1.48,23790000000,22.33,-9.1,4470000000,1960000000,-244000000,-0.23,N/A,1430000000,1.34,9520000000,56.51,1.19,12.66,1710000000,569380000,1.96,8.63,8.67,17825200,1070000000,1070000000,0.07,59.7,75970000,4,7.1,79680000
2011-11-02 22:04,1320242687,aa,24.220982,-17.13,109.0355,17.66,11390000000,19100000000,11.23,10.39,0.34,0.45,0.74,0.78,5.29,4.31,8.64,3.41,7.22,24610000000,23.44,21.4,3840000000,3610000000,1060000000,0.95,182,1340000000,1.25,9310000000,50.93,1.36,13.97,2420000000,1260000000,2.01,10.43,13.79,35090300,1060000000,1060000000,0.09,59.6,61460000,1.5,5.8,63780000
2012-03-19 2:24,1332095088,aa,24.065674,-18.9,125.193794,12.21,11240000000,18720000000,19.16,10.98,1.07,0.44,0.8,0.75,5.73,2.45,7.16,2.81,4.71,24950000000,23.52,6,4470000000,3270000000,612000000,0.55,N/A,1940000000,1.82,9370000000,54.5,1.28,12.96,2190000000,1020000000,2.06,10.26,10.16,26873600,1070000000,1070000000,0.06,63.4,71470000,3.1,N/A,76870000
2007-06-22 6:39,1182465552,aa,83.166634,-4.87,120.927399,-10.84,35080000000,42470000000,15.34,12.37,1.28,1.12,2.28,1.36,7.472,7.38,13.66,7.55,15.13,31180000000,35.896,11.2,7060000000,5680000000,2220000000,2.63,8.9,420000000,0.483,7760000000,0.503,1.338,17.684,3310000000,132000000,1.41,39.78,34.98,11341600,869520000,868220000,0.06,80.9,16800000,1.2,1.9,15370000
2008-12-06 9:33,1228527226,aa,17.601583,64.08,72.4692,29.52,6520000000,15880000000,3.86,9.7,0.31,0.22,0.43,0.54,4.001,5.91,9.12,4.32,11.25,29620000000,36.138,-2.1,6500000000,3970000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2210000000,2.1,10.34,26.16,26484100,800320000,793430000,0.25,80.2,47220000,2,5.9,38210000
2005-05-22 8:48,1116722903,aa,54.505852,15.83,91.916534,7.76,23940000000,51030000000,N/A,11.83,1.38,N/A,1.81,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,4860000000,N/A,0,N/A,N/A,497000000,0.57,7280000000,0.543,1.131,15.305,N/A,N/A,1.705,29.66,31.26,5222440,872140000,863500000,0.99,78.45,15160000,2.902,1.76,11970000
2007-01-25 19:09,1169723377,aa,64.768738,-0.61,113.328644,-4.76,27300000000,34380000000,12.25,10.45,0.96,0.91,1.89,1.13,6.313,7.4,13.71,7.34,15.43,30380000000,34.966,17.6,4940000000,5450000000,2160000000,2.57,60.3,506000000,0.583,7240000000,0.494,1.045,16.798,2570000000,-312250000,1.5,30.28,29.15,7296080,867740000,866090000,0.26,80.4,17750000,2.7,2.1,16520000
2007-10-11 20:57,1192107479,aa,79.528526,-69.87,125.471718,-41.87,33660000000,41030000000,14.7,11.2,0.98,1.09,2.04,1.31,7.512,7.23,13.33,6.91,14,31450000000,36.164,3.5,7060000000,5460000000,2190000000,2.59,-3.9,1170000000,1.321,7900000000,0.47,1.353,18.978001,3960000000,568130000,1.48,36.79,37.91,18710800,884030000,882350000,0.09,78.1,19800000,1.4,2.2,15740000
2013-04-26 20:55,1366980915,aa,19.034155,63.28,143.779022,20.1,8840000000,16400000000,36.92,10.88,2.87,0.38,0.67,0.7,7.55,1.05,3.06,1.11,1.36,23530000000,22.03,-2.9,3210000000,2170000000,244000000,0.22,58.5,1560000000,1.45,8920000000,53.21,1.2,12.5,1660000000,521120000,1.86,8.37,8.64,18670400,1070000000,1070000000,0.08,58.1,88680000,4.5,8.3,72710000
2004-12-05 0:36,1102178202,aa,64.58474,-13.03,91.225891,7.96,28600000000,34750000000,20.69,13.2,1.5,1.25,2.33,1.49,9.36,7.01,9.57,5.13,11.58,23250000000,26.536,N/A,4020000000,3710000000,1390000000,1.588,N/A,561000000,0.64,6650000000,0.53,1.293,14.36,N/A,N/A,1.736,33.03,32.64,4585102,870480000,861400000,1.04,77.11,9910000,2.209,1.15,10140000
2005-01-13 7:18,1105571912,aa,57.980812,0.27,90.403999,11.33,25630000000,31510000000,18.43,11.96,1.12,1.1,1.95,1.34,8.57,7.02,9.39,5.12,11.17,23480000000,26.757,N/A,4020000000,3680000000,1400000000,1.597,N/A,457000000,0.52,6080000000,0.457,1.322,15.207,N/A,N/A,1.611,32.49,32.09,4902727,870980000,861900000,1.04,77.16,12810000,2.918,1.49,9910000
2011-09-03 9:21,1315012883,aa,27.175644,-28,103.102608,22.32,12810000000,20950000000,13.78,8.6,0.28,0.57,0.85,0.89,6.18,4.04,8.2,3.05,6.55,23480000000,22.58,27,3840000000,3390000000,949000000,0.87,136.8,1270000000,1.19,9350000000,48.26,1.36,14.66,2320000000,1190000000,2.28,13.32,15.67,24168800,1060000000,1060000000,0.09,59.6,53730000,1.9,5.1,59140000
2008-12-17 2:12,1229451121,aapl,8.622491,115.19,74.991127,24.23,84830000000,59740000000,17.81,14.68,0.92,2.59,4,1.84,8.852,14.88,19.32,12.08,27.19,32480000000,36.841,27,11150000000,6750000000,4830000000,5.36,25.7,24490000000,27.55,0,N/A,2.462,23.674,9600000000,4380000000,1.9,95.67,138.51,51130600,888940000,878300000,0.7,68.1,21920000,0.4,2.5,26760000
2013-04-23 3:01,1366657289,aapl,43.586479,54.4,143.361069,21.2,3.74E+11,3.27E+11,9.04,8.13,0.43,2.23,2.88,1.99,5.52,25.35,33.46,20.58,38.41,1.65E+11,175.8,17.7,68660000000,59260000000,41750000000,44.11,0.1,39820000000,42.4,0,N/A,1.54,135.62,56730000000,34380000000,0.66,432.32,507.59,17831300,939060000,938710000,0.03,64.1,20010000,1.2,2.1,20500000
2008-10-27 5:55,1225058102,aapl,8.905848,114.32,69.188995,30.05,85620000000,61130000000,17.99,14.47,0.86,2.69,4.15,1.88,9.059,14.88,19.32,12.08,27.19,32480000000,36.841,27,8150000000,6750000000,4830000000,5.36,25.7,24490000000,27.569,0,N/A,2.462,23.674,9600000000,4360000000,2.91,118.78,158.57,40469300,888330000,878050000,0.7,66.8,22360000,0.6,2.5,25690000
2011-10-14 6:15,1318544131,aapl,40.810802,53.82,107.786743,19.07,3.79E+11,3.50E+11,16.16,12.41,0.63,3.72,5.38,3.49,10.92,23.53,30.43,22.25,41.99,1.00E+11,108.95,82,25680000000,32080000000,23610000000,25.28,124.7,28400000000,30.63,0,N/A,1.75,74.81,32780000000,21470000000,0.87,389.25,360.67,22666800,927090000,921370000,0.65,70.8,11690000,0.6,N/A,14330000
2011-09-02 4:10,1314907800,aapl,36.173653,83.33,103.102608,22.32,3.53E+11,3.28E+11,15.07,11.86,0.63,3.56,5.14,3.27,10.24,23.53,30.43,22.25,41.99,1.00E+11,108.95,82,25680000000,32080000000,23610000000,25.28,124.7,28400000000,30.63,0,N/A,1.75,74.81,32780000000,21470000000,1.08,378.92,351.72,19813700,927090000,921060000,0.65,70.8,12540000,0.5,1.4,11770000
2011-09-24 0:15,1316794537,aapl,39.099064,78.5,99.845856,31.23,3.75E+11,3.44E+11,15.99,12.44,0.65,3.71,5.37,3.43,10.73,23.53,30.43,22.25,41.99,1.00E+11,108.95,82,25680000000,32080000000,23610000000,25.28,124.7,28400000000,30.63,0,N/A,1.75,74.81,32780000000,21470000000,1.07,381.67,355.85,20920500,927090000,921050000,0.65,70.8,15160000,0.6,N/A,12540000
2012-10-21 5:19,1350767974,aapl,60.795837,1.12,128.795715,24.29,5.72E+11,5.44E+11,14.33,11.45,0.62,3.99,5.31,3.66,9.75,26.97,35.62,24.57,44.32,1.49E+11,159.61,22.6,43820000000,55820000000,40130000000,42.55,20.7,27650000000,29.5,0,N/A,1.57,119.22,52150000000,27500000000,0.86,664.89,614.29,16264000,937410000,936730000,0.05,68,15120000,0.9,1.6,14520000
2004-08-10 2:02,1092074564,aapl,1.524119,175.25,82.322693,16.07,11750000000,6590000000,54.4,34.43,2.65,1.51,2.38,0.86,17.9,2.76,3,3.09,4.78,7640000000,20.197,N/A,1710000000,368000000,211000000,0.557,N/A,4970000000,12.8,0,0,2.917,12.493,N/A,N/A,1.744,31.06,25.77,6494181,387930000,383300000,1.19,64.33,13030000,1.386,3.4,12480000
2004-10-12 5:40,1097530857,aapl,1.851476,157.25,85.830734,6.51,14970000000,10190000000,69.28,41.05,3.38,1.98,3.13,1.33,27.68,2.76,3,3.09,4.78,7640000000,20.197,N/A,1710000000,368000000,211000000,0.557,N/A,4970000000,12.8,0,0,2.917,12.493,N/A,N/A,1.802,34.7,28.78,7050636,387930000,383300000,1.19,67.52,14960000,2.196,3.9,12800000
2004-12-04 14:16,1102141011,aapl,3.030831,131.75,91.225891,8.19,24540000000,20060000000,88.41,37.09,2.21,3.08,5.03,2.42,61.54,3.33,3.94,3.86,6.02,8280000000,21.419,N/A,1710000000,326000000,276000000,0.709,N/A,5460000000,13.96,0,0,2.632,12.968,N/A,N/A,1.775,49.19,34.47,11643051,391440000,386500000,1.26,72.07,19400000,1.508,5.02,12350000
2012-10-11 20:20,1349958007,aapl,62.616207,-7.2,128.768799,21.36,5.89E+11,5.68E+11,14.76,11.75,0.62,4.04,5.38,3.82,10.18,26.97,35.62,24.57,44.32,1.49E+11,159.61,22.6,43820000000,55820000000,40130000000,42.55,20.7,27650000000,29.5,0,N/A,1.57,119.22,52150000000,27500000000,0.86,672.12,613.22,15656700,937410000,936740000,0.05,68,15120000,0.9,1.6,14520000
2013-01-20 19:31,1358681509,aapl,51.484295,29.07,134.177887,26.31,4.70E+11,4.41E+11,11.33,8.79,0.5,3.02,3.99,2.82,7.54,26.67,35.3,23.61,42.84,1.57E+11,167.42,27.2,68660000000,58520000000,41730000000,44.15,24.2,29130000000,30.97,0,N/A,1.5,125.86,50860000000,31220000000,0.93,527.97,600.79,21570400,940690000,940380000,0.05,68,17860000,0.8,1.9,19130000
2005-12-17 11:55,1134791753,aapl,6.876911,23.36,98.834534,14.73,59930000000,51670000000,45.64,32.47,1.77,4.37,8.07,3.71,28.249,9.58,11.84,10.52,21.29,13930000000,17.232,56.5,4040000000,1830000000,1340000000,1.56,305.7,8260000000,9.802,0,0,2.956,8.941,2540000000,1340000000,N/A,66.07,50.72,26295900,842770000,N/A,1.24,73.2,29370000,0.9,3.5,26240000
2011-10-08 5:59,1318024741,aapl,35.76265,81.92,101.754158,29,3.43E+11,3.14E+11,14.63,11.28,0.59,3.49,5.04,3.13,9.8,23.53,30.43,22.25,41.99,1.00E+11,108.95,82,25680000000,32080000000,23610000000,25.28,124.7,28400000000,30.63,0,N/A,1.75,74.81,32780000000,21470000000,0.87,385.15,358.93,22498100,927090000,921050000,0.65,70.8,14330000,0.8,N/A,15160000
2008-12-03 23:41,1228318914,aapl,9.274304,104.88,71.966454,29.69,85190000000,57650000000,17.9,14.66,0.86,2.53,3.91,1.78,8.544,14.88,19.32,12.08,27.19,32480000000,36.841,27,11150000000,6750000000,4830000000,5.36,25.7,24490000000,27.569,0,N/A,2.462,23.674,9600000000,4380000000,1.9,96.51,144.48,50101600,888330000,877700000,0.7,67.7,26760000,0.6,3,28080000
