Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month)
2004-12-17 14:12,1103263946,pcar,22.794027,-4.86,91.802879,7.66,13590000000,15980000000,16.7,12.15,1.13,1.31,3.65,1.54,13.31,7.92,11.38,8.05,24.37,10410000000,59.154,N/A,1500000000,1200000000,824500000,4.687,N/A,1990000000,11.48,4380000000,1.178,1.972,21.424999,N/A,N/A,1.097,74.06,62.02,1317909,173720000,151400000,12.85,51.38,4050000,2.477,2.67,3570000
2003-11-12 19:14,1068635649,pcar,14.115842,58.63,79.813591,12.63,8670000000,10740000000,17.76,14.43,1.72,1.09,2.79,1.36,15.03,6.19,8.99,5.43,17.56,7220000000,67.562,N/A,1270000000,714300000,489600000,4.183,N/A,1650000000,14.1,3660000000,1.185,2.218,26.52,N/A,N/A,0.95,79.45,66.3,898131,116680000,101800000,12.75,52.79,2370000,2.65,2.33,2960000
2013-05-14 22:32,1368541945,pcar,45.0107,20.94,150.130219,16.73,18710000000,25290000000,18.38,14.9,1.63,1.14,3.12,1.56,11.63,6.3,9.01,4.93,17.49,16200000000,45.71,-17.8,2690000000,2170000000,1020000000,2.88,-27.9,2380000000,6.73,9060000000,152.28,1.08,16.82,1780000000,8640000000,1.72,49.93,47.09,2000870,353700000,346650000,2.36,61.2,7750000,3.5,2.2,8360000
2006-12-07 21:34,1165498443,pcar,30.992023,33.9,111.829308,8.91,16360000000,21060000000,11.66,15.5,0.95,1.04,3.5,1.33,8.709,9.01,12.61,8.77,32.68,15860000000,63.106,18.8,2720000000,2420000000,1430000000,5.65,32.4,2380000000,9.58,6940000000,1.471,1.966,18.983999,1610000000,-203680000,1.05,62.59,56.37,1586960,248310000,232890000,6.61,53,7800000,5.1,3.3,7830000
2006-08-19 16:58,1155977917,pcar,26.881258,41.02,103.081429,12.76,14290000000,18770000000,10.97,13.84,0.89,0.96,3.29,1.23,8.183,8.75,12.49,8.66,32.03,15200000000,60.068,17.2,2720000000,2290000000,1330000000,5.22,53.2,2120000000,8.507,6610000000,1.494,1.963,17.733999,1400000000,-508700000,1.2,54.04,50,1474460,249310000,233830000,6.58,52.5,7180000,5.4,3.1,6420000
2007-04-05 15:56,1175759814,pcar,36.318329,0.01,115.361717,-3.25,18500000000,23240000000,12.52,13.65,1.52,1.13,4.17,1.41,9.192,9.09,12.72,8.78,35.8,16450000000,65.79,16.3,3250000000,2530000000,1500000000,5.95,21.6,2630000000,10.586,7280000000,1.634,3.766,17.934999,1850000000,-1360000000,1.04,72.44,65.79,1935790,248260000,232850000,6.26,61.5,9300000,6,4,8170000
2006-09-04 17:20,1157361650,pcar,26.069792,62.5,103.657234,15.52,N/A,18340000000,10.64,13.39,0.83,N/A,N/A,1.21,7.995,8.75,12.49,8.66,32.03,15200000000,60.068,17.2,2720000000,2290000000,1330000000,5.22,53.2,2120000000,8.507,6610000000,1.494,1.963,0,1400000000,-508700000,1.14,54.42,50.65,1388350,N/A,233830000,6.58,52.4,11050000,8.4,4.7,7180000
2004-11-25 18:17,1101377833,pcar,23.03974,-6.38,90.606239,9.17,13820000000,16210000000,16.97,12.33,1.22,1.33,3.71,1.56,13.5,7.92,11.38,8.05,24.37,10410000000,59.154,N/A,1500000000,1200000000,824500000,4.687,N/A,1990000000,11.48,4380000000,1.178,1.972,21.424999,N/A,N/A,1.069,70.8,60.25,1272318,173720000,151400000,12.85,51.43,3570000,2.878,2.36,3710000
2006-06-27 14:15,1151388956,pcar,24.441307,75.14,97.733696,23.61,13210000000,17420000000,11.3,12.82,0.83,0.9,3.2,1.19,7.964,8.24,12.4,8.53,30.01,14580000000,85.657,15.8,2720000000,2190000000,1200000000,7.01,24.8,2090000000,12.508,6450000000,1.583,1.829,24.434999,1280000000,-52060000,1.28,76.88,72.35,1030040,166720000,156370000,6.56,49.7,3610000,3.7,2.3,3140000
2004-09-28 12:09,1096344555,pcar,19.37327,3.02,84.877304,11.53,11580000000,14110000000,16.56,10.92,1.1,1.21,3.34,1.48,13.51,7.44,10.82,7.2,22,9550000000,54.165,N/A,1500000000,1040000000,710300000,4.028,N/A,1780000000,10.24,4140000000,1.195,1.954,19.950001,N/A,N/A,1,60.59,56.81,1069558,173560000,151300000,12.83,50.49,4190000,3.263,2.77,2500000
2006-08-19 10:07,1155953252,pcar,26.881258,41.02,103.081429,12.76,14290000000,18770000000,10.97,13.84,0.89,0.96,3.29,1.23,8.183,8.75,12.49,8.66,32.03,15200000000,60.068,17.2,2720000000,2290000000,1330000000,5.22,53.2,2120000000,8.507,6610000000,1.494,1.963,17.733999,1400000000,-508700000,1.2,54.04,50,1474460,249310000,233830000,6.58,52.5,7180000,5.4,3.1,6420000
2011-11-07 0:10,1320595833,pcg,32.222469,8.4,111.0317,15.65,16300000000,29580000000,15.15,11.13,3.62,1.13,1.38,2.05,6.74,7.42,15.06,2.97,9.23,14420000000,36.54,14,4210000000,4390000000,1070000000,2.7,8.7,350000000,0.88,13630000000,113.21,0.87,29.55,3740000000,-1340000000,0.13,42.4,42.59,3434950,399000000,398620000,0.03,68.3,4820000,1.5,1.2,5420000
2013-04-23 4:16,1366661801,pcg,40.512363,-2.18,143.361069,21.2,20340000000,33670000000,24.64,15.26,5.61,1.37,1.57,2.24,8.91,5.43,10.03,1.84,6.36,15040000000,35.47,0.4,3960000000,3780000000,816000000,1.92,N/A,401000000,0.93,13530000000,101.56,0.82,30.41,4880000000,-811620000,0.28,44.89,42.42,2939570,430000000,429510000,0.04,75.5,5460000,1.7,1.2,5090000
2013-05-10 3:42,1368128562,pcg,39.694611,-2.39,148.476563,17.34,19990000000,20510000000,24.08,14.95,5.71,1.35,1.54,1.36,5.43,5.45,10.11,N/A,N/A,15070000000,35.13,0.9,3960000000,3780000000,822000000,1.91,2.6,N/A,N/A,N/A,101.56,N/A,30.41,N/A,N/A,0.29,46.37,42.85,2974060,434000000,433500000,0.04,75.5,6660000,2,1.5,5460000
2004-10-20 4:12,1098216767,pcg,19.172205,18.77,84.297638,8.61,12390000000,21340000000,3.29,13.92,2.96,1.12,1.6,1.92,2.42,35.55,67.63,11.64,73.64,11110000000,26.394,N/A,6690000000,8800000000,3950000000,9.402,N/A,1420000000,3.54,10330000000,1.337,1.103,19.336,N/A,N/A,0.367,29.52,28.34,1625227,400910000,364800000,9.01,63.03,14510000,11.041,3.98,16010000
2008-02-22 14:46,1203662788,pcg,26.906618,-7.03,110.03273,-41.54,13870000000,24020000000,14.78,N/A,N/A,1.06,1.64,1.84,6.103,7.33,16.15,3.71,11.82,13030000000,37.247,3.5,7520000000,3940000000,931000000,2.65,-29.3,784000000,2.214,10940000000,1.302,0.812,23.830999,2550000000,-95380000,0.96,41.69,44.9,2337960,354050000,353430000,0.03,64.5,7900000,3.2,2.2,7530000
2007-04-06 5:18,1175807880,pcg,32.99725,-18.81,115.361717,-3.25,17310000000,27160000000,17.89,16.84,2.25,1.38,2.2,2.17,7.029,7.9,16.81,3.83,13.19,12540000000,36.24,-14.1,7520000000,3860000000,963000000,2.76,-15.6,456000000,1.3,10300000000,1.319,0.711,22.437,2710000000,733250000,0.38,47.51,45.63,1576690,350820000,350290000,0.03,64.4,9280000,5.8,2.6,9930000
2003-10-27 11:02,1067223762,pcg,14.950125,32.12,77.786911,9.37,9990000000,21370000000,N/A,11.78,2.6,0.89,2.67,1.9,23.03,-9.11,-3.32,-2.9,-24.15,12500000000,28.761,N/A,8740000000,928000000,-1030000000,-2.767,N/A,4860000000,11.8,16240000000,4.644,1.017,9.08,N/A,N/A,0.274,23.34,18.18,1530363,412040000,379100000,7.99,62.71,11980000,7.537,3.16,12460000
2012-03-06 5:59,1330984764,pcln,629.73999,14.16,119.249252,17.2,32000000000,30080000000,31.15,16.69,0.85,7.38,12.49,6.91,20.71,24.25,32.12,25.43,46.45,4360000000,87.72,35.5,3080000000,1450000000,1060000000,20.63,66.3,2660000000,53.37,575000000,21.29,2.77,51.69,1340000000,974690000,1.66,560,510.9,866551,49800000,49350000,0.74,100.6,3130000,3.9,6.4,3060000
2011-11-17 10:05,1321495525,pcln,513.400024,19.75,107.382225,14.07,26800000000,24970000000,28.51,17.98,0.85,6.54,11.21,6.1,18.63,23.59,31.39,24.49,46.69,4100000000,82.77,45,1910000000,1340000000,966380000,18.88,110.6,2400000000,48.3,575000000,23.31,2.44,48.01,1240000000,894580000,0.87,498.56,508.78,1416740,49780000,49360000,0.92,96.5,3700000,2.7,7.5,3960000
2012-06-16 3:08,1339787302,pcln,659.409973,23.71,119.847435,23.71,32830000000,29710000000,29.82,16.7,0.89,6.96,12.3,6.48,19.21,24.73,32.49,22.82,49.9,4580000000,92.07,28.2,3080000000,1550000000,1130000000,22.11,73.7,3620000000,72.68,1440000000,51.95,3.26,52.05,1250000000,966320000,1.96,673.09,608.14,1242380,49790000,49420000,0.72,101,3890000,2.9,7.9,2880000
2011-09-02 15:10,1314947447,pcln,528.190002,14.46,103.102608,22.32,26080000000,25000000000,37.15,17.83,0.96,7.23,13.25,6.86,23.55,19.75,27.6,21.66,41.41,3650000000,74.11,43.7,1910000000,1060000000,719870000,14.1,123,1950000000,39.17,575000000,27.95,2.11,39.98,984780000,783780000,1.16,510.82,500.75,1212290,49770000,49240000,0.92,96.5,3170000,2.3,N/A,3130000
2006-09-03 4:46,1157230011,pcln,33.150002,150.32,103.657234,14.37,1330000000,N/A,N/A,16.17,1.19,1.32,3.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,267860000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.213,N/A,N/A,N/A,29.6,27.49,688918,40010000,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2007-05-28 11:37,1180323475,pcln,60.360001,117.54,121.320168,-6.81,2290000000,2400000000,44.51,16.91,0.98,1.91,6.29,2.03,18.094,5.06,7.3,6.29,16.06,1180000000,31.037,24.6,401100000,132700000,57230000,1.36,N/A,454990000,12.008,568980000,1.582,0.759,9.495,110490000,130990000,0.81,57.57,49.36,1107890,37890000,30910000,22.47,127.5,7770000,12.4,22.1,7790000
2012-01-01 23:13,1325430820,pcln,467.709991,32.64,111.063309,15.99,23280000000,21450000000,24.77,15.58,0.74,5.79,9.91,5.24,16.01,23.59,31.39,24.49,46.69,4100000000,82.77,45,1910000000,1340000000,966380000,18.88,110.6,2400000000,48.3,575000000,23.31,2.44,48.01,1240000000,955110000,1.14,482.68,500.58,1205070,49780000,49320000,0.92,96.5,3870000,3.7,7.9,3840000
2007-06-30 20:49,1183207775,pcln,68.739998,82.03,120.830994,-13.51,2600000000,2720000000,50.69,18.94,1.33,2.06,6.77,2.3,20.486,5.06,7.3,6.29,16.06,1180000000,31.037,24.6,401100000,132700000,57230000,1.36,N/A,454990000,12.008,568980000,1.582,0.759,9.495,110490000,130990000,0.9,61.7,54.54,1024930,37890000,34830000,22.47,130.3,5950000,6.1,16.9,7120000
2007-10-12 4:31,1192134676,pcln,93.379997,-36.5,126.165779,-42.19,3470000000,3720000000,49.84,20.39,1.39,2.88,8.87,2.98,24.664,6.56,9.23,7.22,19.8,1250000000,33.19,16.4,401100000,150690000,79290000,1.83,176.2,448930000,11.811,569160000,1.405,0.802,10.665,94280000,100540000,0.63,85.86,68.49,1193640,38010000,29340000,22.46,127.5,7100000,6.9,20.1,9050000
2006-02-04 21:58,1139061486,pcln,21.709999,102.72,98.764168,16.8,856200000,926810000,5.03,13.92,0.9,0.9,2.26,0.97,15.23,20.34,3.84,3.5,65.88,953720000,24.455,9.7,198160000,60860000,192090000,4.32,1615,152970000,3.879,223560000,0.569,2.62,9.613,54830000,16260000,N/A,22.45,22.02,492140,39440000,23880000,39.51,62.3,5180000,17.5,14.1,5440000
2007-06-04 17:06,1180947963,pcln,62.23,113.35,123.247688,-8.65,2350000000,2450000000,45.71,17.12,0.99,1.97,6.48,2.07,18.439,5.06,7.3,6.29,16.06,1180000000,31.037,24.6,401100000,132700000,57230000,1.36,N/A,454990000,12.008,568980000,1.582,0.759,9.495,110490000,130990000,0.9,58.4,50.3,1067820,37890000,30910000,22.47,130.3,7120000,7,20.3,7770000
2007-01-15 3:52,1168804377,pcln,44.5,132.09,114.109367,-1.76,1620000000,1800000000,31.08,17.73,1.33,1.52,5.12,1.69,19.155,6.09,5.21,4.14,17.99,1070000000,27.013,21.1,267860000,94080000,63100000,1.43,-71.5,341360000,9.378,523720000,1.585,4.194,8.722,93820000,354550000,1.35,41.95,35.84,1030690,36400000,28100000,24.67,107.8,6920000,5.6,20.4,5150000
2013-05-12 10:28,1368325685,pcln,765.409973,51.99,148.476563,18.48,38170000000,34600000000,26.5,16.69,0.98,6.99,9.44,6.26,17.42,26.82,34.71,20.07,42.74,5530000000,110.81,25.5,4080000000,1990000000,1480000000,28.88,34.2,5180000000,103.51,1460000000,34.97,3.76,78.14,1790000000,1320000000,1.63,708.23,672.04,632019,49870000,49690000,0.53,97.3,2720000,4.7,5.5,2760000
2004-12-09 8:17,1102551431,pcln,23.959999,-0.04,91.195282,7.78,929200000,934050000,35.04,20.11,1.4,1.04,5.09,1.04,24.77,3.19,3.03,6.89,16.67,899570000,22.599,N/A,145940000,37710000,27220000,0.683,N/A,221660000,5.71,224570000,1.144,3.22,4.71,N/A,N/A,3.868,22.32,23.35,902636,38830000,22300000,42.57,67.28,9730000,10.305,43.62,9700000
2011-11-02 11:49,1320205766,pcln,493.640015,18.73,109.0355,17.66,24340000000,22960000000,34.67,16.76,0.79,6.68,12.23,6.3,21.64,19.75,27.6,21.66,41.41,3650000000,74.11,43.7,1910000000,1060000000,719870000,14.1,123,1950000000,39.17,575000000,27.95,2.11,39.98,984780000,783780000,0.87,497.99,509.26,1482480,49770000,49230000,0.92,96.5,3960000,2.6,N/A,3800000
2012-08-27 2:46,1346006818,pcln,588.400024,59.01,126.458969,17.97,29560000000,27060000000,24.75,16.36,0.9,6.15,10.1,5.63,16.09,25.58,33.76,23.08,48.41,4810000000,96.53,20.3,3080000000,1680000000,1230000000,23.97,37.4,3940000000,79.12,1450000000,47.62,3.35,58.76,1460000000,1100000000,1.95,628.87,658.03,1096710,49820000,49420000,0.72,101,2450000,1.7,4.9,2550000
2004-02-15 12:28,1076819297,pcln,23.98,-10.8,86.827385,6.83,901820000,780870000,95.16,0,3.07,1.02,5.93,0.9,39.94,1.38,0.93,4.42,7.31,863660000,22.049,N/A,158370000,19550000,10420000,0.252,N/A,245470000,6.53,124520000,0.766,5.714,3.96,N/A,N/A,3.973,18.98,25.24,1306045,37610000,22600000,39.9,41.72,5440000,7.27,24.09,4240000
2007-05-29 16:50,1180428619,pcln,60.939999,120.1,121.760048,-6.72,2280000000,2490000000,35.84,18.27,1.09,1.93,6.36,2.22,22.951,6.63,5.53,4.94,20,1120000000,29.058,27.5,401100000,108400000,72540000,1.68,249.1,431560000,11.482,568860000,1.571,4.997,9.495,112080000,94230000,0.81,57.57,49.36,1107890,37890000,29020000,22.47,121.5,7770000,12.4,22.2,7790000
2007-04-29 10:38,1177814326,pcln,57,115.67,119.592636,-4.8,2140000000,2280000000,33.89,17.33,1,1.91,6,2.03,21.03,6.63,5.53,4.94,20,1120000000,29.058,27.5,401100000,108400000,72540000,1.68,249.1,431560000,11.482,568860000,1.571,4.997,9.52,112080000,94230000,1.03,54.11,46.19,1092020,37590000,29020000,22.47,120.2,7790000,5,22.2,7470000
2012-11-11 15:27,1352618847,pcln,625.869995,75.2,124.098061,31.15,31210000000,27990000000,23.66,16.77,1,6.19,8.75,5.53,15.24,26.81,35.08,22.12,44.04,5060000000,101.59,17.4,3080000000,1840000000,1360000000,26.45,27.1,4670000000,93.61,1450000000,39.12,3.64,71.75,1570000000,1250000000,1.91,608.35,638.64,953879,49860000,49470000,10.76,89.4,2790000,2.9,5.6,2520000
2008-12-21 20:17,1229861844,pcln,69.25,216.58,73.273483,29.16,2810000000,2830000000,17.78,11.84,0.53,1.57,3.88,1.56,8.613,10.65,15.69,12.59,30.57,1810000000,46.863,34.5,639410000,328130000,193080000,3.9,-15.7,452240000,11.142,467520000,0.642,0.974,18.063999,301880000,144390000,0.97,59.26,86.5,1844350,40590000,39820000,11.67,120.8,7640000,4.8,20.1,8050000
2007-02-21 22:34,1172068497,pcln,54.16,128.42,116.292076,-5.96,1980000000,1960000000,33.39,16.82,0.93,1.74,N/A,1.74,18.112,6.63,5.53,4.94,20,1120000000,29.058,N/A,267860000,108150000,72540000,1.62,N/A,N/A,N/A,N/A,N/A,4.997,0,N/A,N/A,1.3,45.04,39.23,1121760,36610000,28260000,23.46,86.6,8200000,10,24.2,6920000
2006-04-27 14:54,1146120894,pcln,24.6,131.71,102.894806,16.23,965330000,1040000000,5.77,12.53,0.89,1.01,2.62,1.08,15.826,20.02,3.9,3.69,64.77,962660000,24.582,4.6,267860000,65600000,190880000,4.22,-24.2,153090000,3.855,223550000,0.584,3.15,9.297,62640000,13020000,3.72,24.15,22.88,403402,39710000,24040000,39.24,62.3,5440000,8,14.7,5030000
2004-09-25 21:52,1096120359,pcln,20.959999,-9.4,85.014603,11.14,813000000,673680000,31.42,17.91,2.4,0.89,4.72,0.74,19.07,3.14,2.83,8.01,17.05,907130000,22.856,N/A,145940000,35320000,26500000,0.667,N/A,362670000,9.35,223350000,1.21,4.953,4.415,N/A,N/A,3.716,20.94,22.63,942392,38790000,23200000,40.19,65.42,7080000,5.986,30.5,6730000
2013-03-15 0:48,1363279711,pcln,713.5,77.71,141.589264,20.36,35560000000,32230000000,25.78,15.53,0.96,6.78,9.16,6.13,16.95,26.98,34.9,21.77,42.14,5260000000,105.56,20.2,4080000000,1900000000,1420000000,27.66,27.9,5180000000,103.93,1460000000,35.91,3.89,78.14,1790000000,1480000000,1.67,698.7,644.12,616152,49870000,49490000,0.53,97.3,2260000,3.8,4.6,2700000
2008-12-02 14:46,1228200375,pcln,61.990002,251.72,70.276924,33.85,2510000000,2540000000,15.99,10.65,0.47,1.39,3.47,1.4,7.756,10.65,15.69,12.59,30.57,1810000000,46.863,34.5,639410000,328130000,193080000,3.9,-15.7,452240000,11.215,467520000,0.642,0.974,18.063999,301880000,144390000,0.97,56.58,92.42,2038670,40320000,39560000,11.67,120.6,8050000,4.2,21.1,8720000
2009-02-22 8:10,1235261431,pcln,83.75,173.52,64.325142,46.9,3430000000,3360000000,21.07,11.83,0.73,1.74,4.5,1.78,10.109,10.27,15.36,13.43,29.55,1880000000,47.961,21.3,639410000,332540000,193470000,3.98,1.2,463440000,11.309,392980000,N/A,1.141,17.823,315550000,176880000,1.09,71.8,72.22,1525540,40980000,40280000,6.1,127.5,9250000,6.1,24.3,8870000
2012-03-31 4:41,1333140061,pcln,717.5,-4.09,125.158249,13.74,35730000000,33770000000,34.78,18.69,1,8.23,13.93,7.75,23.25,24.25,32.12,25.43,46.45,4360000000,87.72,35.5,3080000000,1450000000,1060000000,20.63,66.3,2660000000,53.37,575000000,21.29,2.77,51.69,1340000000,974690000,1.66,644.28,534.73,897884,49800000,49370000,0.74,100.6,3450000,3.4,7,3150000
2007-04-05 23:15,1175786105,pcln,54.540001,130.12,115.361717,-3.25,2050000000,2180000000,32.43,16.63,0.96,1.82,5.72,1.94,20.132,6.63,5.53,4.94,20,1120000000,29.058,27.5,401100000,108400000,72540000,1.68,249.1,431560000,11.482,568860000,1.571,4.997,9.52,112080000,94230000,1.03,52.79,43.97,1053560,37590000,29020000,22.47,120.7,7790000,5,22.2,7470000
2007-04-10 6:18,1176157100,pdco,31.694656,-2.34,115.657654,-4.24,5030000000,5090000000,24.4,20.66,1.43,1.84,3.78,1.85,14.043,7.45,12.03,11.47,16.55,2750000000,20.044,4,914430000,362730000,205230000,1.48,8.5,152460000,1.096,215030000,0.165,2.185,9.615,165040000,166150000,-0.03,34.12,35.13,1154110,139140000,128370000,7.71,69.4,4980000,3.1,3.8,5450000
2005-04-15 9:34,1113528842,pdco,44.619442,-35.76,88.081543,14.75,7010000000,7100000000,39.64,31.91,1.78,3.01,7.33,3.05,22.2,7.66,12.6,10.98,20.95,2330000000,16.813,N/A,702340000,320030000,178580000,1.29,N/A,341570000,2.49,431570000,0.451,2.623,6.966,N/A,N/A,-0.172,49.48,57.36,737727,137410000,112900000,17.84,66.01,7400000,9.09,6.55,8720000
2006-05-09 10:08,1147140491,pdco,28.336109,12.28,104.143402,16.09,4530000000,4650000000,23.73,20.06,1.13,1.78,3.83,1.83,13.793,7.53,12.31,10.98,17.99,2550000000,18.531,7,862510000,337170000,191850000,1.38,7.7,187990000,1.356,305050000,0.259,2.534,8.535,131860000,-146510000,0.16,33.89,35.33,820819,138640000,127910000,7.69,68.6,7700000,10.3,6,7820000
2005-02-07 2:29,1107714595,pdco,42.685482,-31.92,92.287086,6.35,6780000000,6930000000,40.56,30.28,1.69,3.04,7.44,3.13,22.79,7.61,12.59,10.79,21,2210000000,15.994,N/A,702340000,304230000,168500000,1.22,N/A,286200000,2.08,436570000,0.483,2.697,6.573,N/A,N/A,-0.104,43.46,63.39,657727,137400000,112900000,17.83,65.35,7710000,10.727,6.83,7040000
2004-09-10 17:12,1094807548,pdco,32.027054,9.88,85.877518,12.41,5060000000,5280000000,31.71,22.78,1.2,2.4,5.95,2.5,18.37,7.61,12.54,11.43,21.31,2110000000,30.593,N/A,702340000,287490000,160890000,2.328,N/A,298260000,4.35,491580000,0.578,2.868,12.453,N/A,N/A,-0.258,74.24,71.04,428504,68550000,55100000,19.68,56.36,4450000,7.788,8.07,3510000
2013-05-12 19:33,1368358424,pdco,35.197216,8.91,148.476563,18.48,3960000000,4260000000,19.42,17.32,1.59,1.1,2.93,1.18,10.72,5.79,9.78,8.32,15.46,3610000000,34.64,2.3,1160000000,397930000,208850000,2,1,472450000,4.63,775160000,57.39,2.82,13.23,271830000,270050000,0.77,37.57,35.84,636795,102130000,79550000,21.58,70.2,3880000,5.6,4.6,3520000
2012-01-09 8:48,1326070080,pdco,26.306391,20.75,113.293442,16.21,3280000000,3570000000,16.05,13.82,1.63,0.96,2.33,1.05,8.89,6.32,10.61,9.15,14.85,3410000000,29.44,-0.1,1140000000,401910000,215670000,1.84,-8.3,250070000,2.26,546100000,38.89,2.92,12.67,396140000,377080000,0.68,29.28,29.78,906279,110830000,84900000,23.46,76.6,5700000,5.7,7.6,5110000
2004-10-10 11:50,1097380200,pdco,32.773888,5.27,85.815506,7.53,5210000000,5400000000,32.61,23.43,1.23,2.44,6.08,2.55,18.79,7.61,12.54,11.43,21.31,2110000000,30.593,N/A,702340000,287490000,160890000,2.328,N/A,298260000,4.35,491580000,0.578,2.868,12.393,N/A,N/A,-0.221,75.03,71.91,447681,68600000,55100000,19.68,56.26,4670000,10.781,8.47,4450000
2004-10-27 23:09,1098889785,peg,11.134455,59.28,86.09771,6.72,10020000000,23370000000,12.94,12.57,3.77,0.93,1.85,2.15,9.39,7.04,16.79,2.8,14.75,10880000000,46.284,N/A,2630000000,2490000000,766000000,3.262,N/A,253000000,1.07,13480000000,2.446,1.053,22.892,N/A,N/A,0.251,41.68,42.77,1089863,237230000,232500000,1.99,54.86,5020000,5.557,2.16,4840000
2005-05-07 15:47,1115452036,peg,15.833914,22.24,90.35009,15.18,13670000000,27420000000,18.96,15.76,4.45,1.24,2.38,2.49,10.79,6.56,16.56,2.56,12.98,11000000000,46.163,N/A,4940000000,2540000000,721000000,3.03,N/A,279000000,1.17,13950000000,2.397,1.044,24.103001,N/A,N/A,0.321,54.82,47.57,979811,238350000,237300000,0.44,56.95,7410000,9.538,3.12,6870000
2007-04-10 7:27,1176161249,peg,27.676069,1.07,115.657654,-4.24,21940000000,33400000000,29.63,14.61,2.77,1.77,3.19,2.75,10.382,6.08,17.54,4.86,11.78,12160000000,48.332,-17.9,5400000000,3220000000,752000000,2.93,N/A,141000000,0.558,11600000000,1.719,1.075,26.705,1930000000,1590000000,0.15,78.49,68.32,1312130,252770000,251990000,0.28,57.9,3800000,2.8,1.5,2670000
2005-03-05 23:38,1110037104,peg,15.171518,33.59,94.331589,6.76,13370000000,27040000000,18.54,15.41,4.15,1.18,2.26,2.46,10.65,6.56,16.56,2.56,12.98,11000000000,46.146,N/A,2630000000,2540000000,721000000,3.03,N/A,279000000,1.17,13950000000,2.397,1.044,24.103001,N/A,N/A,0.323,52.27,44.39,1358917,238350000,238200000,0.06,57.36,4330000,4.736,1.82,5050000
2006-05-02 8:27,1146529624,peg,18.792175,47.95,103.16967,15.93,15560000000,28270000000,22.91,12.99,3.4,1.25,2.58,2.27,9.603,5.32,15.72,4.41,14.58,12430000000,51.728,30.1,2840000000,2940000000,858000000,2.71,135.6,288000000,1.147,12920000000,2.145,1.015,23.976,940000000,198630000,0.71,64.62,65.32,973929,251170000,250390000,0.22,57.6,2680000,3.3,1.1,3010000
2010-09-08 4:56,1283892988,peg,23.645061,8.09,94.693756,9.98,16430000000,25800000000,10.61,10.94,5.24,1.37,1.81,2.14,6.5,12.87,24.4,6.4,17.72,12060000000,23.84,-4.1,4090000000,3970000000,1550000000,3.06,-28,74000000,0.15,9140000000,100.12,1.07,18.04,1590000000,318250000,0.57,32.64,31.77,3455830,505960000,505480000,0.09,62.5,4670000,1.5,0.9,8030000
2008-01-21 1:27,1200850074,peg,31.123278,-33.5,107.144386,-37.52,24020000000,34800000000,22.54,15.51,0.9,1.89,3.31,2.73,9.419,8.33,21.83,6.05,18.33,12770000000,50.403,5.4,5400000000,3700000000,1310000000,4.19,35.3,421000000,1.655,11210000000,1.533,1.154,28.747999,2040000000,689250000,-0.02,97.87,91,1612480,254310000,253570000,0.19,59.7,2400000,2.1,0.9,2470000
2013-05-11 1:49,1368208161,peg,28.622444,15.13,148.476563,17.34,17610000000,26290000000,16.04,14.63,-5.58,1.82,1.61,2.71,7.7,11.37,22.13,4.35,10.22,9690000000,19.16,-3.1,3430000000,3410000000,1100000000,2.17,-35.1,435000000,0.86,8280000000,75.63,1.07,21.64,2580000000,-673380000,0.22,35.1,32.04,2871250,505970000,505020000,0.12,63.3,8540000,3.8,1.7,8390000
2013-04-22 2:16,1366568191,peg,29.436468,14.46,141.898209,22.74,18160000000,26050000000,14.3,15.15,-21.96,1.83,1.66,2.66,7.35,13.04,23.7,4.71,12.11,9780000000,19.33,-8.7,3430000000,3540000000,1280000000,2.51,-37.8,394000000,0.78,8200000000,76.08,1.02,21.31,2790000000,-614620000,0.22,33.89,31.67,2927630,505960000,504950000,0.12,63.3,8390000,3.3,1.7,9180000
2008-11-02 23:40,1225640453,peg,18.978064,9.9,79.804276,10.53,14310000000,24340000000,13.95,8.82,0.95,1.17,2.31,1.87,6.8,7.91,20.67,5.92,14.68,13000000000,25.567,-5.4,6330000000,3580000000,985000000,2.02,N/A,86000000,0.169,10040000000,1.526,1.014,12.929,1760000000,365880000,0.8,31.07,39.77,3457500,508480000,502340000,0.22,61.7,6020000,1.3,1.2,6670000
